epxWave,epyWave
-8.94114,8.06342
-9.21631,8.26604
-9.09373,8.22481
-8.92763,8.34085
-9.08877,8.23565
-9.08282,8.36839
-9.1518,8.25247
-9.1223,8.03992
-9.15926,8.00291
-8.95287,8.05955
-8.97351,8.08624
-9.54739,8.30815
-9.36348,8.40571
-9.24288,8.44173
-9.44494,8.13676
-9.45674,8.07813
-9.43037,8.57769
-9.26276,8.20083
-9.3732,8.32834
-9.33644,8.35701
-9.49811,8.11812
-9.4932,8.39424
-9.23301,8.42353
-9.33211,8.51163
-9.38298,8.28924
-9.33182,8.337
-9.36389,8.16918
-9.09961,8.35987
-9.42135,8.0938
-9.37598,8.36512
-9.38309,8.28788
-9.24967,8.23325
-9.36915,8.25879
-9.38594,8.21241
-9.19349,8.4267
-9.34564,8.29894
-9.3423,8.31864
-8.99971,8.33631
-9.18612,8.19772
-9.35626,8.32422
-9.54246,8.26359
-9.17231,8.23917
-9.26219,8.14777
-9.15792,8.29523
-9.146,8.29263
-8.62868,8.03491
-9.45602,8.29687
-8.70707,8.12658
-8.74314,8.17117
-9.3098,8.23194
-8.95313,8.18891
-8.91394,8.23483
-9.02229,8.15331
-8.89398,8.19943
-9.24706,8.28142
-9.07671,8.14471
-8.96022,8.08637
-8.99833,8.16643
-9.08397,8.15574
-8.85858,8.15487
-8.78446,8.14813
-9.36202,8.25844
-9.30861,8.33997
-9.24478,8.10908
-9.3324,8.09335
-9.2435,8.38648
-9.40251,8.26825
-9.44198,8.1744
-9.50443,8.31935
-8.95437,8.63202
-9.2367,8.37084
-9.31634,8.14177
-9.59256,8.16192
-9.3074,8.02978
-9.39672,8.24294
-9.24828,8.36899
-9.15024,8.0958
-9.53456,8.22835
-9.20457,8.01274
-9.30218,7.86919
-9.48974,8.04623
-9.37558,7.99262
-9.3701,8.068
-9.29762,8.02829
-9.33233,8.11588
-9.21589,8.05498
-9.33398,8.23251
-9.14982,8.03814
-8.77783,8.16876
-9.36639,8.09287
-8.82936,8.17448
-8.83371,8.30002
-9.34378,8.2012
-8.79576,8.02399
-9.03965,8.22981
-8.80338,8.22413
-9.02355,8.2206
-9.00553,8.1123
-8.99695,8.14815
-8.99171,8.39961
-9.05875,8.24561
-8.97723,8.10228
-8.81663,8.22977
-9.17769,8.11373
-8.9384,8.07717
-8.98403,7.96405
-9.10405,8.04103
-9.00056,7.98908
-9.38601,8.08169
-9.43663,8.0759
-9.38431,8.23514
-9.42606,8.03575
-9.25323,8.05755
-9.21139,8.18364
-9.30274,8.31723
-9.22104,8.28512
-9.35879,8.19003
-9.46451,8.08902
-9.22605,8.10192
-9.1905,8.33438
-9.50286,8.35505
-9.30548,8.31773
-9.5458,8.39351
-9.38266,8.18298
-9.37106,8.01371
-9.37279,8.18859
-9.1488,8.13406
-9.51487,8.37399
-9.26313,8.20006
-9.35167,8.24056
-9.3052,8.1816
-9.55572,8.16143
-9.28558,8.10083
-9.27887,8.32171
-9.46712,8.34991
-9.24874,8.30546
-9.44968,8.27852
-9.30194,8.185
-9.44729,8.3249
-9.38768,8.19808
-9.40959,8.41467
-9.56314,8.63711
-9.47029,8.728
-9.33333,8.68124
-9.52355,8.66178
-9.66773,8.64169
-9.56664,8.62573
-9.35357,8.66536
-9.47366,8.67175
-9.29795,8.65214
-9.39722,8.61108
-9.37304,8.48337
-9.25728,8.91932
-9.07641,8.65962
-9.48932,8.70701
-9.24189,8.6605
-9.4146,8.56614
-9.23252,8.33365
-9.43444,8.38823
-9.3344,8.47135
-9.34218,8.47048
-9.31271,8.45409
-9.11668,8.01414
-9.33418,8.46655
-9.02266,8.13935
-9.15769,8.29221
-9.08081,8.15326
-9.0059,7.95276
-8.98681,8.04412
-8.95625,8.20072
-8.82093,8.01645
-9.25332,8.34464
-9.32575,8.72442
-8.96425,8.22445
-8.99378,8.44607
-9.23663,8.64454
-9.20434,8.89867
-9.14461,9.01198
-9.17547,9.05578
-9.12424,9.1075
-9.26802,9.16231
-9.13068,8.9548
-9.3138,8.95025
-9.10201,8.73519
-9.21765,9.00339
-9.36197,9.00006
-9.2941,8.99887
-9.34156,8.93917
-9.348,8.96574
-9.45545,8.84181
-9.38111,8.53778
-9.09294,8.22585
-9.14727,8.27362
-9.04227,8.43233
-9.18186,8.27055
-9.43122,8.43696
-9.39613,8.34344
-9.38665,8.35653
-9.19542,8.18224
-9.15666,8.24093
-8.97264,8.15476
-9.21136,8.03443
-9.49906,8.06564
-9.2422,8.05204
-9.04756,8.10095
-9.01467,8.18433
-8.91406,8.11924
-9.13227,8.41058
-9.15732,8.16868
-8.97123,8.52027
-9.42063,8.26432
-9.65343,8.5686
-9.45365,8.35726
-9.70218,8.34229
-9.33737,8.2911
-9.53768,8.40157
-9.19137,8.0587
-8.92599,8.4409
-8.96112,8.27997
-8.67267,8.40597
-8.80676,8.49522
-8.72582,8.59232
-8.84364,8.47519
-8.9535,8.43509
-8.66319,8.55048
-8.80466,8.24462
-8.99323,8.27494
-8.76833,8.35765
-8.97869,8.188
-9.59932,8.42864
-9.35534,8.24754
-9.35841,8.86433
-9.61187,8.76362
-9.49719,8.65831
-9.08124,8.74213
-9.17844,8.71278
-8.86961,8.79005
-9.1473,8.65765
-9.14951,8.86907
-9.42018,8.88642
-9.35009,8.65979
-9.30514,8.83873
-9.30482,8.76237
-9.18466,8.75006
-8.94416,8.61263
-9.01198,8.61711
-9.16539,8.52058
-8.84097,8.81299
-8.74444,8.7768
-8.80439,8.71942
-9.25675,8.91559
-9.0542,8.71575
-8.96105,8.81391
-9.02374,8.84461
-9.03908,8.61227
-8.91517,8.49788
-8.86496,8.75963
-9.13469,8.54991
-9.00594,8.36382
-9.19295,8.26898
-9.16156,8.08522
-9.24713,8.16061
-9.31836,8.35441
-8.93992,8.43631
-9.08749,8.31217
-9.30263,8.19759
-9.03671,8.28389
-8.94724,8.49647
-9.02039,8.96422
-8.84832,8.82844
-9.39394,8.97417
-8.85325,8.81996
-8.8638,8.77278
-8.93029,9.05589
-9.383,9.1173
-8.67259,9.01015
-9.31597,8.9079
-8.79937,8.93418
-9.03488,8.74123
-8.93906,8.7604
-9.12035,8.80933
-8.79472,9.00548
-8.97261,8.99229
-8.88049,9.1791
-8.97653,8.782
-8.82212,8.85648
-9.10425,8.77567
-8.81863,8.86478
-9.03576,8.76114
-9.02113,9.06916
-8.931,8.74563
-8.9441,8.73362
-8.981,8.58798
-8.90737,9.01397
-8.78182,8.97386
-8.91516,8.81467
-8.81184,8.71232
-9.34949,8.67116
-9.02429,8.71405
-9.28272,8.50925
-8.9142,8.76729
-9.08141,8.68285
-8.67907,8.89699
-8.82136,8.69798
-8.97237,8.81561
-8.86376,8.74963
-8.85497,8.56618
-9.0818,8.41807
-9.16453,8.56299
-8.90216,8.71597
-9.0676,8.34912
-9.09452,8.74318
-9.16307,8.43121
-9.20429,8.47567
-8.91762,8.49408
-9.24929,8.51664
-9.06483,8.76399
-9.19668,8.64696
-9.19062,8.55875
-9.0974,8.34051
-9.28453,8.89988
-9.11054,8.85049
-9.0586,8.74394
-9.09002,8.68113
-9.14152,8.79445
-8.95804,8.72253
-8.84397,8.81338
-9.13797,8.83016
-8.88245,8.56013
-8.96722,9.00242
-8.82857,8.98415
-8.92334,8.94814
-9.0666,8.46587
-8.85943,8.7981
-8.91604,8.62583
-9.05361,8.69186
-8.97477,8.90817
-9.16133,8.14052
-9.19681,8.8189
-9.08815,8.72416
-8.94738,8.9189
-9.23826,8.53855
-8.9956,8.73312
-8.77674,8.70697
-9.06587,8.59269
-8.96777,8.4482
-8.78928,8.65538
-9.02322,8.50577
-9.02102,8.17496
-8.97058,8.61109
-9.03095,8.54338
-9.12689,8.1194
-9.02115,8.27275
-9.0974,8.12353
-9.08623,8.20692
-9.06927,8.19511
-8.95814,8.29675
-9.07227,8.36098
-9.04602,8.06058
-9.0932,8.21058
-9.0916,8.20794
-8.9613,8.24689
-9.02209,8.12755
-8.97345,8.20769
-9.21287,8.226
-9.23335,8.13996
-9.19712,8.28408
-9.13478,8.33138
-8.70765,8.0366
-9.26502,8.31583
-9.10766,8.41729
-9.05631,7.98366
-9.10459,8.15454
-9.16589,8.06875
-8.932,8.43103
-9.03232,8.43709
-8.96532,8.5598
-9.0913,8.52438
-8.95751,8.57187
-9.09055,8.56246
-8.76847,8.57227
-8.89116,8.36851
-8.85575,8.48869
-8.8906,8.48054
-8.60723,8.59028
-8.81555,8.52718
-9.04371,8.19422
-9.01074,8.54672
-9.21798,8.33991
-8.98915,8.23106
-8.94316,8.56816
-8.8483,8.46167
-9.00748,8.61359
-9.22256,8.33054
-8.91847,8.54516
-9.2508,8.31696
-8.94294,8.57669
-9.15821,8.38994
-9.03458,8.29017
-9.12072,8.26667
-9.13723,8.10118
-8.91515,8.21022
-9.02093,8.47767
-9.29469,8.14216
-9.04533,8.09701
-8.86946,8.13916
-8.69556,8.37128
-8.78611,8.38779
-8.7685,8.28168
-8.85923,8.40671
-9.18564,8.34373
-9.22863,8.33447
-8.9686,8.16019
-9.1761,8.04323
-9.0407,8.11698
-8.85763,8.5195
-8.66474,8.5585
-9.12727,8.40194
-8.80175,8.31736
-8.59212,8.47244
-8.79468,8.32278
-8.81859,8.60583
-9.00472,8.29806
-8.99031,8.3055
-9.09961,8.55602
-9.16668,8.3946
-8.88595,8.46206
-8.85042,8.42023
-9.04538,8.41306
-8.83627,8.20333
-8.88769,8.51356
-8.66948,8.64658
-8.63299,8.31133
-8.84235,8.78313
-8.64688,8.53329
-8.79462,8.6048
-8.86086,8.30123
-8.81713,8.45944
-8.88755,8.60728
-8.99515,8.40459
-8.77058,8.55611
-8.90768,8.53662
-8.88302,8.79727
-8.48537,8.46894
-8.56305,8.41475
-8.6702,8.46958
-8.60038,8.55416
-8.64014,8.90598
-8.7733,8.85038
-8.64857,8.90466
-8.97691,8.84641
-8.92174,8.80423
-8.91555,8.97455
-9.28114,8.46917
-8.89123,8.82165
-9.00262,8.70574
-8.9904,8.70796
-9.08334,8.62875
-8.98178,8.69198
-9.03061,8.58122
-9.09835,8.67097
-9.0341,8.42463
-8.91364,8.72096
-9.14615,8.44067
-9.03706,8.67219
-9.0269,8.6023
-8.94991,8.59852
-9.17534,8.66806
-9.12313,8.61122
-9.12326,8.69389
-8.93013,8.63414
-9.01911,8.56616
-9.30161,8.69141
-9.15013,8.61774
-9.04213,8.5175
-9.18375,8.53859
-9.15651,8.52657
-9.02853,8.6099
-9.12378,8.59986
-9.01521,8.53691
-9.0451,8.45998
-9.13162,8.55437
-9.06956,8.60615
-9.11301,8.47632
-9.0331,8.49724
-9.36953,8.34911
-9.18998,8.59166
-9.09061,8.71593
-9.08818,8.62337
-9.06344,8.65171
-9.12366,8.68627
-9.13066,8.43305
-9.23924,8.46837
-9.18832,8.50207
-8.9383,8.67613
-8.79949,8.69173
-8.87319,8.59644
-8.87452,8.73333
-8.8615,8.41215
-8.93025,8.41527
-8.97834,8.37513
-8.68891,8.63643
-8.99401,8.51464
-8.88368,8.60026
-8.96201,8.58343
-9.07149,8.47204
-8.64459,8.58485
-8.67025,8.61252
-8.90447,8.59625
-8.97114,8.51245
-8.95239,8.76809
-8.86039,8.48981
-8.914,8.5312
-8.99875,8.63419
-8.87202,8.68555
-8.99041,8.81209
-8.795,8.72094
-8.79636,8.67731
-8.85643,8.56853
-9.02217,8.66456
-9.00045,8.66608
-8.90786,8.72179
-8.99175,8.60645
-9.14831,8.59432
-9.12665,8.60772
-9.27064,8.48412
-9.109,8.44199
-9.03295,8.57761
-9.05379,8.52443
-9.08883,8.57302
-9.19215,8.47375
-9.29386,8.4319
-9.18148,8.54523
-9.28343,8.54347
-9.17103,8.62649
-9.13143,8.70169
-9.2602,8.41489
-9.16357,8.64308
-9.04339,8.49092
-9.21667,8.64093
-9.03111,8.52778
-9.15014,8.56814
-9.03504,8.5586
-9.28622,8.37836
-9.05126,8.50762
-9.19174,8.42758
-9.00118,8.453
-8.97152,8.37786
-9.08052,8.53764
-8.8583,8.53062
-8.82029,8.53963
-8.86836,8.37022
-8.92346,8.62292
-8.91632,8.67834
-9.03494,8.39102
-8.96067,8.61514
-8.93362,8.57778
-8.92234,8.3509
-8.96786,8.45274
-9.0047,8.66768
-9.09651,8.3478
-9.13137,8.49416
-9.05807,8.45558
-9.07021,8.44444
-8.99013,8.50178
-9.0247,8.56328
-8.88838,8.55241
-8.95205,8.46253
-9.0279,8.47227
-9.04929,8.51393
-9.00724,8.50328
-9.04059,8.43395
-8.9881,8.43602
-9.12335,8.29824
-9.00443,8.57499
-9.08245,8.19139
-9.25256,8.30278
-8.8849,8.37198
-9.18179,8.23804
-9.08396,8.4149
-9.20307,8.2828
-9.02808,8.34986
-9.06252,8.58055
-9.08364,8.58497
-9.18659,8.57324
-9.32415,8.32647
-9.3031,8.40932
-9.2993,8.40025
-9.34481,8.3739
-9.18207,8.21132
-9.04125,8.24134
-9.38431,8.15714
-8.83434,8.27805
-9.09855,7.83174
-8.8094,8.31011
-9.12925,8.03326
-8.89738,7.78221
-9.2588,8.25955
-9.25872,8.35901
-9.69271,8.24272
-9.3431,8.34799
-9.42963,8.09341
-9.52856,8.32278
-9.19261,8.25596
-9.54656,8.44061
-9.46342,8.44959
-9.36558,8.4033
-9.36451,8.29988
-9.38832,8.24412
-9.14526,8.41843
-9.50515,8.14229
-9.41529,8.05805
-9.09798,8.39679
-9.31094,8.15446
-9.5567,8.26141
-9.52652,8.24364
-9.20082,8.42849
-9.38861,8.07139
-9.20571,8.50519
-9.28382,8.23893
-9.47378,8.35319
-9.53869,8.36566
-9.36418,8.12052
-9.12489,8.40007
-9.57049,8.63072
-9.39916,8.57433
-9.25839,8.31322
-9.35739,8.4105
-9.24308,8.26496
-9.24868,8.44211
-8.80356,8.47449
-8.93657,8.39091
-8.98073,8.30971
-8.82323,8.3006
-9.40196,8.21802
-9.15113,8.34844
-9.41605,8.42992
-9.6002,8.27726
-9.3208,8.14126
-9.19838,7.97984
-9.34802,8.24203
-9.48059,8.13733
-9.15963,8.22859
-9.14944,8.2276
-9.34646,8.36427
-9.34873,8.46662
-9.32875,8.41464
-9.45135,8.27423
-9.35216,8.52832
-9.50628,8.42761
-8.76863,8.30223
-8.85904,8.28737
-8.63121,8.26507
-9.0648,8.46172
-8.65901,8.473
-9.01021,8.37857
-8.89373,8.62001
-9.19678,8.81731
-9.12813,9.12881
-9.01583,8.81821
-9.00092,8.96014
-9.11182,8.8955
-9.12761,8.80583
-8.84781,8.88103
-9.33258,8.7359
-9.0555,9.24131
-8.87889,9.07579
-8.88415,9.46273
-8.74128,8.72264
-8.89267,8.93704
-9.29237,9.20427
-8.73177,9.08835
-8.9858,8.55916
-9.21774,8.58998
-9.2085,8.07676
-9.14604,8.14536
-9.30849,8.67135
-9.37649,9.29943
-9.24569,9.1983
-9.19047,8.93951
-9.24583,8.73954
-9.37198,9.16007
-8.85491,8.86643
-8.81517,9.02384
-8.6539,9.53418
-8.57855,9.31037
-8.76984,9.4284
-8.70464,9.294
-8.87176,9.18283
-8.61462,8.92006
-8.56435,8.66404
-8.63969,8.87907
-8.49859,8.967
-8.77381,8.66811
-8.65537,8.83841
-8.5396,8.94793
-9.1284,8.80364
-9.38172,8.63911
-8.86158,8.39924
-9.15347,8.49958
-8.75277,8.70386
-9.0656,8.43451
-9.11967,8.89403
-9.15029,8.69289
-9.14793,8.55975
-9.62055,9.19409
-9.5644,9.0501
-9.2521,8.7967
-9.39587,9.06126
-9.24046,8.82889
-9.30162,9.05931
-9.72307,9.17058
-9.76347,9.10384
-9.25081,8.9224
-9.17681,8.65953
-9.37618,8.83933
-9.47303,9.15785
-9.50241,9.21008
-9.48254,9.07787
-9.38773,9.22131
-9.42727,9.31995
-9.29187,9.3493
-8.916,9.15374
-8.94958,8.78667
-8.9433,8.83424
-8.96939,8.73034
-8.63105,8.78406
-8.44143,8.67987
-8.88502,8.70941
-9.33164,8.77265
-8.81228,8.5998
-9.63172,8.79398
-9.3387,8.66732
-9.40361,8.828
-9.21798,8.5581
-9.52406,8.67355
-9.41728,8.45714
-8.81232,8.51296
-9.02031,8.66741
-8.95755,8.78344
-8.86284,8.51996
-8.7581,8.97453
-8.77887,8.58615
-9.02656,8.6988
-8.96371,8.5534
-9.01747,8.54281
-9.12877,8.65961
-9.1171,8.63532
-8.83019,8.75279
-8.79722,8.54051
-8.9777,8.40126
-8.84999,8.61757
-8.74369,8.71341
-8.89906,8.64908
-8.75584,8.75433
-8.99265,8.53623
-8.94074,8.52232
-9.09076,8.47452
-9.10958,8.87578
-9.22444,8.70473
-8.87084,8.77219
-9.11345,8.91383
-9.17552,8.78375
-9.00686,8.98051
-9.0342,9.11807
-9.25021,9.03532
-9.09455,9.1735
-8.74374,9.19967
-8.95364,9.12408
-8.90313,9.47958
-8.94095,9.26651
-9.09736,9.11684
-9.30264,9.34376
-8.98462,9.00866
-8.90801,9.23654
-9.08626,9.30291
-8.85232,8.92982
-9.1303,9.20675
-9.1031,9.19074
-9.10021,9.13435
-9.10212,8.96878
-8.91921,9.25009
-9.27418,9.59844
-9.24341,9.458
-9.21001,9.80134
-9.19153,9.42008
-9.23894,9.22833
-9.19678,9.64841
-9.07981,9.3376
-9.07717,9.63389
-9.08029,9.59789
-9.35058,9.67237
-9.14708,9.42969
-9.00506,9.56877
-9.26429,9.19979
-9.11319,8.8902
-9.24303,9.06979
-9.45023,8.93395
-9.56037,9.4452
-9.50354,9.53551
-9.5338,9.62156
-9.7381,9.33429
-9.44412,9.39523
-9.54403,9.42262
-9.44447,9.64957
-9.52672,9.53322
-9.40098,9.30066
-9.7522,9.13319
-9.69622,9.17546
-9.58443,9.12666
-9.61059,9.29331
-9.76131,9.4617
-9.3015,9.02381
-9.28332,9.10883
-9.33704,9.24479
-9.63308,9.12509
-9.33314,9.33167
-9.47664,9.09049
-9.54765,9.27326
-9.75104,9.3171
-9.6163,9.18268
-9.66759,9.06055
-9.65468,9.15027
-9.60353,9.09428
-9.75305,8.87297
-9.34313,9.10574
-9.47776,9.34943
-9.69093,9.48554
-9.55711,9.469
-9.32649,9.30567
-9.42472,9.34087
-9.53918,9.46049
-9.24348,9.34652
-9.24799,9.32244
-9.199,9.47508
-9.28364,9.32034
-9.36372,9.09574
-9.23328,9.33549
-9.15798,9.34935
-9.17084,9.31862
-9.16498,9.31385
-9.07417,9.18036
-8.90144,9.41363
-8.91307,9.30687
-8.97894,9.24553
-9.23583,8.98489
-9.26817,9.21962
-9.0268,9.22031
-9.21799,9.11611
-9.25191,9.11484
-9.41113,9.06337
-9.01886,9.15156
-9.3293,9.26293
-9.37984,9.16107
-9.21132,9.11251
-9.2895,9.0909
-9.32316,8.97467
-9.34303,9.14983
-9.42829,9.09145
-9.26451,9.09875
-9.49759,9.05094
-9.52832,9.01986
-9.63077,9.11126
-9.67661,9.24131
-9.66376,9.2765
-9.59713,9.00511
-9.48621,9.26909
-9.59999,9.11258
-9.62112,9.29571
-9.50202,9.04253
-9.48359,9.30137
-9.51692,9.14577
-9.76082,9.11211
-9.3473,9.10692
-9.65693,8.94767
-9.50121,9.13213
-9.61419,8.82223
-9.44588,9.01638
-9.41968,8.80176
-9.47036,8.73765
-9.4655,8.89727
-9.51169,8.94801
-9.5,8.8278
-9.28418,9.03245
-9.3584,8.72001
-9.22705,8.78559
-9.19615,8.66993
-9.11893,8.92419
-9.03055,8.88623
-9.36398,8.92189
-9.24526,8.68513
-9.32828,8.85304
-9.18029,8.89625
-8.98899,9.05311
-8.99713,8.80273
-8.95577,8.78568
-9.02918,8.64182
-9.42378,8.66778
-9.00142,8.66942
-9.10318,8.79757
-9.08131,8.54191
-8.95391,8.80903
-9.00674,8.94805
-9.14051,8.73535
-8.99131,8.70444
-9.06891,8.6784
-8.86913,8.80871
-9.00923,8.69817
-8.90454,8.85821
-9.27133,8.90349
-8.88795,8.72503
-9.02102,8.78038
-8.95313,8.95357
-8.67719,8.86703
-9.31608,9.15407
-8.69456,8.78281
-8.98284,9.0982
-8.85415,8.63382
-8.93345,8.89935
-8.9664,8.93929
-9.11462,8.83886
-8.94193,8.77786
-8.90534,8.98141
-9.00827,8.83937
-8.90807,9.16088
-9.02008,8.88232
-8.91199,8.84067
-8.81079,8.89618
-9.04525,8.73627
-8.89569,8.98874
-8.85973,8.96238
-9.22697,8.79304
-8.97959,8.82708
-8.94776,8.7767
-9.17147,8.76859
-9.01901,9.02061
-9.18116,8.74073
-8.96663,8.79976
-9.1372,8.57647
-9.17622,8.62444
-8.85859,8.66932
-8.83946,8.7664
-9.10076,8.78174
-9.21486,8.43509
-9.22337,8.81673
-9.30323,8.79293
-9.41588,8.77853
-9.45966,8.81066
-9.43784,8.83174
-9.38262,8.60989
-9.45219,8.76462
-9.33247,8.86271
-9.53505,9.02271
-9.55354,8.94362
-9.4997,8.97628
-9.66935,9.01533
-9.36191,9.06482
-9.49453,9.03533
-9.70949,9.09141
-9.73749,9.00594
-9.59634,9.02792
-9.7866,8.97581
-9.45521,9.01017
-9.69014,9.00123
-9.62728,9.03932
-9.3244,8.94206
-9.50194,9.13765
-9.41147,9.02536
-9.7216,9.09409
-9.48568,8.94543
-9.60695,9.13607
-9.47707,8.97957
-9.74404,9.23927
-9.62587,8.99869
-9.68,9.00342
-9.64601,9.2563
-9.66314,8.8481
-9.49055,9.03155
-9.82485,9.2152
-9.6468,8.75753
-9.60529,9.22251
-9.62551,9.09858
-9.42266,9.15965
-9.67955,8.93186
-9.58082,8.91109
-9.62352,8.93246
-9.49204,8.94584
-9.51717,9.09623
-9.60673,8.87733
-9.36633,9.17102
-9.79322,9.25678
-9.48287,9.10023
-9.51823,9.12934
-9.51354,9.26549
-9.37619,8.87939
-9.6221,8.9772
-9.61587,9.12428
-9.64246,8.96165
-9.34947,8.83628
-9.54474,9.12774
-9.23893,9.11819
-9.22575,9.11701
-9.47844,9.21208
-9.37916,9.0056
-9.45515,8.99354
-9.72392,9.08825
-9.66061,8.89624
-9.39074,9.03124
-10.0144,9.47634
-9.38037,9.1572
-9.45003,8.90317
-9.52472,8.96608
-9.5317,8.90517
-9.31648,8.90005
-9.56876,9.00354
-9.3577,8.82342
-9.42839,9.10222
-9.42136,9.18913
-9.80225,9.26758
-9.69293,9.42418
-9.15315,9.37295
-9.46474,9.13651
-9.37236,9.00434
-9.28941,9.18378
-9.4621,9.29443
-9.30818,9.27685
-9.05486,9.29818
-9.4899,9.53142
-9.27276,9.27264
-9.36061,9.57022
-9.34118,9.56174
-9.02453,9.2304
-9.4305,9.24228
-9.0475,9.22863
-9.52694,9.4546
-9.39942,9.16364
-9.21821,9.01294
-9.75891,9.20201
-9.28096,9.02108
-9.41821,9.30463
-9.07779,9.12413
-9.14006,9.46598
-9.2092,9.00133
-9.30149,9.44364
-9.46116,9.29041
-9.01466,9.20454
-9.07238,9.41924
-9.19497,9.28612
-9.1466,9.35672
-8.95598,9.10964
-8.86751,9.09242
-8.60696,9.10523
-8.89094,9.24482
-9.24215,9.48407
-8.82311,9.41143
-9.0337,9.57215
-9.11358,9.41675
-9.04472,9.38714
-9.07073,9.52444
-8.94185,9.49527
-9.07492,9.51972
-9.20205,9.24031
-9.28633,9.63555
-9.05083,9.88891
-8.83422,9.44342
-8.91968,9.59382
-9.10171,9.27345
-9.05987,9.6779
-9.02279,9.36482
-8.90264,9.3098
-8.8308,9.26023
-9.09232,9.13225
-9.1908,9.49618
-9.07063,9.19233
-8.85643,9.27714
-8.95968,9.37526
-8.80718,9.39681
-8.94274,9.28526
-9.12463,9.04963
-8.99074,9.37305
-8.87907,9.37114
-8.86008,9.48715
-8.8932,9.35433
-8.76486,9.46247
-8.89372,9.43256
-8.42445,9.15941
-8.90024,9.34253
-8.6052,9.0816
-8.50561,9.17677
-8.77943,9.35656
-8.92827,9.29548
-8.7025,9.00508
-8.61784,9.02147
-8.75506,9.22241
-9.13814,9.3267
-8.9876,9.49197
-8.85999,9.50102
-8.78198,9.31256
-8.76059,9.47623
-8.71399,9.19565
-8.70174,9.23556
-8.73357,9.33895
-8.65023,9.36059
-8.91607,9.29037
-8.75244,9.30504
-8.74203,9.51109
-8.84158,9.35756
-8.60749,9.51383
-8.64695,9.17307
-8.67349,9.50277
-8.76952,9.15304
-8.72204,9.42767
-8.56043,9.1656
-8.64594,9.33868
-8.43744,9.19198
-8.72252,9.48941
-9.02294,9.31809
-8.70534,9.41803
-8.97871,9.31083
-8.74498,9.36298
-8.69764,9.33405
-8.53591,9.10301
-8.97701,9.4346
-9.14,9.32052
-9.19477,9.33353
-9.13034,9.41607
-9.13425,9.37972
-9.23279,9.2771
-9.13846,9.44714
-9.12014,9.36462
-8.74281,9.46753
-8.78557,9.26919
-9.20933,9.59595
-8.63276,9.18419
-8.67824,9.17792
-8.96351,9.10441
-8.80947,9.13567
-8.7061,9.20646
-9.09461,9.05284
-9.04816,9.18448
-8.85609,9.17317
-8.96853,9.13154
-9.06517,9.39686
-9.03454,9.34753
-9.29333,9.41159
-9.11212,9.45893
-9.21622,9.44694
-9.25235,9.89053
-9.49579,9.48634
-9.18882,9.21532
-9.22892,9.31174
-9.13398,9.23792
-9.14934,9.26166
-9.26767,9.28229
-9.18883,9.41337
-9.13465,9.518
-9.11079,9.31554
-9.26272,9.40891
-9.24363,9.27871
-9.20936,9.29074
-9.20169,9.25418
-8.96527,9.40694
-9.16989,9.31064
-9.46646,9.28812
-9.50085,9.38775
-9.42839,9.39321
-9.70151,9.20533
-9.46495,9.08434
-9.22361,9.03656
-9.61013,9.11585
-9.59978,9.02373
-9.81753,9.07516
-10.044,9.1845
-10.0178,9.05233
-9.78102,9.1261
-9.96753,9.12959
-10.0269,9.40697
-10.1046,9.46516
-9.76313,9.249
-10.0764,9.45517
-10.1165,9.58505
-10.2898,9.38354
-10.4631,9.25338
-9.9238,9.31454
-9.92831,9.33079
-10.2325,9.20596
-10.6583,9.31919
-10.3697,9.50693
-10.5184,9.40173
-10.2155,9.06976
-10.8043,9.54647
-10.2117,8.96532
-11.3807,9.4502
-11.0702,9.28319
-11.1778,9.0619
-11.4639,9.71494
-11.6307,9.44396
-11.6056,9.58784
-11.3391,9.12447
-11.7286,9.36053
-11.9051,9.47091
-12.3441,9.43209
-12.1268,9.55291
-12.1219,9.3643
-12.4177,9.7772
-12.3329,9.77981
-12.1314,9.82334
-12.1354,9.2759
-12.0553,9.55561
-12.0504,9.49868
-12.1997,9.45641
-12.4094,9.1539
-12.6329,9.1236
-12.3251,9.40634
-12.6922,9.39199
-12.5037,9.08864
-12.508,9.5718
-12.3698,9.5107
-12.6571,9.70392
-12.5411,9.76233
-12.5519,9.71043
-12.5565,9.37226
-12.7156,9.5615
-12.49,9.88658
-12.6893,9.89515
-12.6924,9.91636
-12.5333,9.71082
-13.0888,9.47473
-12.5938,9.80771
-12.9078,9.40145
-12.8522,9.31733
-12.7703,9.73316
-12.7563,9.67491
-13.1882,9.76435
-13.1265,9.25091
-12.813,9.60728
-13.0416,9.984
-13.3743,9.65126
-13.4254,10.0542
-12.7301,9.98825
-13.2911,9.87374
-13.7023,9.97903
-13.7424,9.90553
-13.4382,10.0331
-13.0251,10.1405
-13.899,9.91952
-13.8678,9.8102
-13.7041,9.46216
-14.0247,9.46584
-13.8183,9.91829
-14.3934,9.66534
-14.465,9.91
-14.0007,9.6361
-13.9744,9.51364
-14.229,9.53078
-14.2158,9.54837
-14.2499,9.62684
-13.845,9.66691
-14.0878,9.71607
-14.2259,9.84235
-14.4404,9.19029
-14.4876,10.3674
-14.5791,9.58087
-14.2633,9.82305
-14.3932,9.77342
-14.5484,9.50991
-14.2586,9.91634
-14.4445,9.81094
-14.3149,9.68475
-15.0893,10.0462
-14.4485,9.62468
-14.5716,9.88115
-14.3372,9.90349
-14.7132,10.0625
-14.622,9.76162
